date,open,high,low,close,volume
2021-04-29 10:30:00+05:30,33654.7,33699.95,33482.5,33534.85,0
2021-04-29 10:45:00+05:30,33534.55,33558.1,33329.15,33395.65,0
2021-04-29 11:00:00+05:30,33391.3,33434.75,33310.8,33398.5,0
2021-04-29 11:15:00+05:30,33397.5,33715.6,33376.0,33625.35,0
2021-04-29 11:30:00+05:30,33626.15,33659.35,33519.6,33637.8,0
2021-04-29 11:45:00+05:30,33636.8,33748.45,33612.25,33625.85,0
2021-04-29 12:00:00+05:30,33622.75,33729.95,33582.35,33719.9,0
2021-04-29 12:15:00+05:30,33719.45,33746.4,33644.65,33695.05,0
2021-04-29 12:30:00+05:30,33696.25,33704.4,33613.8,33682.45,0
2021-04-29 12:45:00+05:30,33682.6,33886.1,33660.35,33862.2,0
2021-04-29 13:00:00+05:30,33860.3,33957.65,33725.1,33803.55,0
2021-04-29 13:15:00+05:30,33806.25,33913.55,33804.8,33887.45,0
2021-04-29 13:30:00+05:30,33886.65,33920.45,33848.5,33848.5,0
2021-04-29 13:45:00+05:30,33826.35,33847.2,33572.05,33595.85,0
2021-04-29 14:00:00+05:30,33583.5,33687.7,33494.75,33667.65,0
2021-04-29 14:15:00+05:30,33664.6,33790.4,33619.9,33753.1,0
2021-04-29 14:30:00+05:30,33756.25,33832.55,33700.55,33802.35,0
2021-04-29 14:45:00+05:30,33800.95,33828.95,33654.85,33748.3,0
2021-04-29 15:00:00+05:30,33741.55,33794.2,33705.2,33714.1,0
2021-04-29 15:15:00+05:30,33717.55,33732.25,33631.55,33664.2,0
2021-04-30 09:15:00+05:30,33112.4,33209.05,32964.55,33139.2,0
2021-04-30 09:30:00+05:30,33136.15,33341.8,33107.95,33301.5,0
2021-04-30 09:45:00+05:30,33306.35,33397.15,33253.8,33316.1,0
2021-04-30 10:00:00+05:30,33321.7,33336.95,33097.25,33199.7,0
2021-04-30 10:15:00+05:30,33196.2,33305.75,33164.65,33303.5,0
2021-04-30 10:30:00+05:30,33301.45,33398.55,33232.25,33345.25,0
2021-04-30 10:45:00+05:30,33351.4,33448.6,33320.8,33420.25,0
2021-04-30 11:00:00+05:30,33416.3,33436.65,33323.15,33334.95,0
2021-04-30 11:15:00+05:30,33336.6,33367.3,33241.25,33246.7,0
2021-04-30 11:30:00+05:30,33246.55,33302.05,33129.8,33160.6,0
2021-04-30 11:45:00+05:30,33160.75,33267.9,33159.7,33232.95,0
2021-04-30 12:00:00+05:30,33235.85,33294.3,33183.55,33184.1,0
2021-04-30 12:15:00+05:30,33188.8,33284.55,33178.8,33254.5,0
2021-04-30 12:30:00+05:30,33255.55,33306.05,33231.2,33269.7,0
2021-04-30 12:45:00+05:30,33271.8,33293.2,33194.25,33258.55,0
2021-04-30 13:00:00+05:30,33257.35,33264.75,33069.1,33103.4,0
2021-04-30 13:15:00+05:30,33100.6,33159.7,33045.45,33056.85,0
2021-04-30 13:30:00+05:30,33059.75,33125.05,32964.25,32986.4,0
2021-04-30 13:45:00+05:30,32982.95,33029.65,32915.8,33019.65,0
2021-04-30 14:00:00+05:30,33018.55,33022.25,32786.8,32878.25,0
2021-04-30 14:15:00+05:30,32876.5,32923.5,32759.15,32884.3,0
2021-04-30 14:30:00+05:30,32884.95,33003.95,32837.95,32941.4,0
2021-04-30 14:45:00+05:30,32942.65,32965.25,32844.15,32900.9,0
2021-04-30 15:00:00+05:30,32903.0,32904.35,32786.55,32824.15,0
2021-04-30 15:15:00+05:30,32819.95,32826.45,32667.0,32714.35,0
2021-05-03 09:15:00+05:30,32368.55,32401.4,32022.9,32375.2,0
2021-05-03 09:30:00+05:30,32371.95,32381.7,32184.4,32342.05,0
2021-05-03 09:45:00+05:30,32344.9,32394.5,32275.75,32307.35,0
2021-05-03 10:00:00+05:30,32310.35,32342.3,32217.15,32257.25,0
2021-05-03 10:15:00+05:30,32256.0,32305.45,32178.9,32256.15,0
2021-05-03 10:30:00+05:30,32254.6,32433.9,32217.75,32428.55,0
2021-05-03 10:45:00+05:30,32428.45,32534.6,32362.45,32412.8,0
2021-05-03 11:00:00+05:30,32414.4,32433.5,32342.95,32416.25,0
2021-05-03 11:15:00+05:30,32416.05,32474.1,32376.2,32389.2,0
2021-05-03 11:30:00+05:30,32388.75,32388.75,32256.55,32266.6,0
2021-05-03 11:45:00+05:30,32269.15,32309.25,32216.9,32289.25,0
2021-05-03 12:00:00+05:30,32290.4,32315.0,32245.7,32291.45,0
2021-05-03 12:15:00+05:30,32292.0,32294.6,32143.45,32180.6,0
2021-05-03 12:30:00+05:30,32181.15,32226.15,32127.45,32157.9,0
2021-05-03 12:45:00+05:30,32152.95,32284.65,32141.35,32263.05,0
2021-05-03 13:00:00+05:30,32261.2,32311.3,32206.45,32300.4,0
2021-05-03 13:15:00+05:30,32297.65,32341.8,31921.65,32045.6,0
2021-05-03 13:30:00+05:30,32049.1,32087.75,31987.45,32035.65,0
2021-05-03 13:45:00+05:30,32034.65,32149.75,31985.7,32121.35,0
2021-05-03 14:00:00+05:30,32120.6,32131.1,32046.15,32067.8,0
2021-05-03 14:15:00+05:30,32065.4,32341.05,32054.55,32300.3,0
2021-05-03 14:30:00+05:30,32306.2,32521.3,32306.2,32492.25,0
2021-05-03 14:45:00+05:30,32491.05,32530.6,32387.65,32422.75,0
2021-05-03 15:00:00+05:30,32421.8,32521.4,32358.75,32442.8,0
2021-05-03 15:15:00+05:30,32439.85,32560.2,32405.55,32535.55,0
2021-05-04 09:15:00+05:30,32610.4,32828.7,32610.4,32744.1,0
2021-05-04 09:30:00+05:30,32739.2,32838.15,32658.1,32668.15,0
2021-05-04 09:45:00+05:30,32666.75,32806.6,32509.0,32800.8,0
2021-05-04 10:00:00+05:30,32798.35,32877.2,32781.75,32823.65,0
2021-05-04 10:15:00+05:30,32816.25,32852.0,32758.95,32811.0,0
2021-05-04 10:30:00+05:30,32808.35,32893.95,32806.6,32827.5,0
2021-05-04 10:45:00+05:30,32827.65,32886.15,32807.95,32845.7,0
2021-05-04 11:00:00+05:30,32844.75,32953.55,32836.65,32926.15,0
2021-05-04 11:15:00+05:30,32927.6,32944.6,32874.5,32897.9,0
2021-05-04 11:30:00+05:30,32896.85,33008.5,32890.15,32996.45,0
2021-05-04 11:45:00+05:30,32996.95,33005.3,32930.3,32972.75,0
2021-05-04 12:00:00+05:30,32970.0,33009.35,32887.05,32924.75,0
2021-05-04 12:15:00+05:30,32926.55,32990.15,32867.25,32975.55,0
2021-05-04 12:30:00+05:30,32969.15,32999.2,32901.35,32956.7,0
2021-05-04 12:45:00+05:30,32959.6,32986.6,32901.5,32935.05,0
2021-05-04 13:00:00+05:30,32933.1,32933.75,32599.55,32599.55,0
2021-05-04 13:15:00+05:30,32597.4,32675.5,32496.6,32675.5,0
2021-05-04 13:30:00+05:30,32672.25,32712.4,32580.3,32652.05,0
2021-05-04 13:45:00+05:30,32651.8,32766.45,32622.35,32692.95,0
2021-05-04 14:00:00+05:30,32695.6,32758.7,32578.7,32649.55,0
2021-05-04 14:15:00+05:30,32655.8,32714.85,32624.25,32687.35,0
2021-05-04 14:30:00+05:30,32688.4,32747.8,32266.7,32268.55,0
2021-05-04 14:45:00+05:30,32267.05,32379.4,32206.15,32215.85,0
2021-05-04 15:00:00+05:30,32219.9,32339.25,32193.55,32323.35,0
2021-05-04 15:15:00+05:30,32319.45,32327.65,32240.15,32293.75,0
2021-05-05 09:15:00+05:30,32577.1,32602.3,32402.85,32463.0,0
2021-05-05 09:30:00+05:30,32463.9,32560.9,32431.35,32460.0,0
2021-05-05 09:45:00+05:30,32459.8,32506.6,32377.15,32501.3,0
2021-05-05 10:00:00+05:30,32502.1,32614.8,32072.8,32459.55,0
2021-05-05 10:15:00+05:30,32458.2,32551.15,32366.9,32530.7,0
2021-05-05 10:30:00+05:30,32536.1,32675.3,32516.6,32635.95,0
2021-05-05 10:45:00+05:30,32648.0,32725.85,32623.55,32669.5,0
2021-05-05 11:00:00+05:30,32669.7,32720.7,32527.45,32557.0,0
2021-05-05 11:15:00+05:30,32554.9,32563.2,32455.1,32547.8,0
2021-05-05 11:30:00+05:30,32544.1,32597.3,32489.95,32533.55,0
2021-05-05 11:45:00+05:30,32535.7,32597.75,32523.5,32586.3,0
2021-05-05 12:00:00+05:30,32586.15,32649.25,32498.65,32587.3,0
2021-05-05 12:15:00+05:30,32590.65,32627.45,32539.25,32606.6,0
2021-05-05 12:30:00+05:30,32605.1,32612.65,32512.85,32549.25,0
2021-05-05 12:45:00+05:30,32549.6,32766.55,32527.1,32739.35,0
2021-05-05 13:00:00+05:30,32739.65,32838.7,32694.25,32763.75,0
2021-05-05 13:15:00+05:30,32764.7,32813.7,32670.4,32719.3,0
2021-05-05 13:30:00+05:30,32723.15,32756.2,32645.6,32724.35,0
2021-05-05 13:45:00+05:30,32724.35,32748.0,32659.9,32708.35,0
2021-05-05 14:00:00+05:30,32708.0,32735.6,32537.35,32586.5,0
2021-05-05 14:15:00+05:30,32582.15,32762.3,32563.2,32722.45,0
2021-05-05 14:30:00+05:30,32725.95,32732.8,32652.9,32723.05,0
2021-05-05 14:45:00+05:30,32722.15,32755.2,32675.85,32685.2,0
2021-05-05 15:00:00+05:30,32685.15,32792.15,32684.1,32791.95,0
2021-05-05 15:15:00+05:30,32793.35,32861.55,32771.85,32851.55,0
2021-05-06 09:15:00+05:30,32900.75,32951.1,32713.95,32732.1,0
2021-05-06 09:30:00+05:30,32734.7,32906.45,32717.5,32816.85,0
2021-05-06 09:45:00+05:30,32812.95,32869.7,32755.7,32770.1,0
2021-05-06 10:00:00+05:30,32768.4,32826.1,32712.7,32737.65,0
2021-05-06 10:15:00+05:30,32745.65,32758.65,32614.55,32672.25,0
2021-05-06 10:30:00+05:30,32671.7,32703.75,32620.2,32667.9,0
2021-05-06 10:45:00+05:30,32671.7,32708.25,32666.15,32681.05,0
2021-05-06 11:00:00+05:30,32682.7,32743.3,32567.4,32611.35,0
2021-05-06 11:15:00+05:30,32613.8,32652.1,32588.1,32648.8,0
2021-05-06 11:30:00+05:30,32650.0,32684.5,32613.1,32664.4,0
2021-05-06 11:45:00+05:30,32664.15,32753.15,32627.65,32730.6,0
2021-05-06 12:00:00+05:30,32731.5,32742.45,32670.15,32731.65,0
2021-05-06 12:15:00+05:30,32730.3,32833.1,32714.8,32823.95,0
2021-05-06 12:30:00+05:30,32826.1,32845.75,32770.35,32783.95,0
2021-05-06 12:45:00+05:30,32783.75,32857.2,32766.25,32833.8,0
2021-05-06 13:00:00+05:30,32832.65,32883.85,32807.1,32875.3,0
2021-05-06 13:15:00+05:30,32875.3,32898.0,32729.65,32785.45,0
2021-05-06 13:30:00+05:30,32788.05,32845.9,32736.9,32834.85,0
2021-05-06 13:45:00+05:30,32836.25,32860.05,32780.85,32835.1,0
2021-05-06 14:00:00+05:30,32833.15,32923.5,32795.95,32810.6,0
2021-05-06 14:15:00+05:30,32811.5,32827.75,32739.85,32784.0,0
2021-05-06 14:30:00+05:30,32785.6,32894.75,32759.5,32832.55,0
2021-05-06 14:45:00+05:30,32833.8,32845.95,32765.0,32765.0,0
2021-05-06 15:00:00+05:30,32764.65,32842.4,32692.85,32829.5,0
2021-05-06 15:15:00+05:30,32830.0,32891.2,32825.85,32875.7,0
2021-05-07 09:15:00+05:30,33041.65,33255.5,33041.65,33205.35,0
2021-05-07 09:30:00+05:30,33208.0,33224.25,33148.2,33175.1,0
2021-05-07 09:45:00+05:30,33172.7,33188.5,33087.55,33097.6,0
2021-05-07 10:00:00+05:30,33097.35,33155.85,33091.85,33122.3,0
2021-05-07 10:15:00+05:30,33125.45,33140.55,33039.65,33049.5,0
2021-05-07 10:30:00+05:30,33047.0,33079.0,32971.8,32978.45,0
2021-05-07 10:45:00+05:30,32974.75,33027.25,32930.35,33026.2,0
2021-05-07 11:00:00+05:30,33023.9,33030.2,32937.25,32955.75,0
2021-05-07 11:15:00+05:30,32954.65,33066.8,32953.8,33063.6,0
2021-05-07 11:30:00+05:30,33063.05,33075.7,33007.95,33037.45,0
2021-05-07 11:45:00+05:30,33037.45,33049.05,32984.9,33030.75,0
2021-05-07 12:00:00+05:30,33028.65,33030.6,32841.5,32893.75,0
2021-05-07 12:15:00+05:30,32881.75,32899.3,32772.1,32885.35,0
2021-05-07 12:30:00+05:30,32885.3,32914.0,32840.7,32908.55,0
2021-05-07 12:45:00+05:30,32906.9,32941.35,32875.55,32891.65,0
2021-05-07 13:00:00+05:30,32890.25,32906.25,32831.45,32850.45,0
2021-05-07 13:15:00+05:30,32850.1,32902.35,32805.05,32858.1,0
2021-05-07 13:30:00+05:30,32860.6,32908.6,32843.05,32889.2,0
2021-05-07 13:45:00+05:30,32886.3,32981.95,32878.15,32944.0,0
2021-05-07 14:00:00+05:30,32943.4,32980.15,32871.35,32959.75,0
2021-05-07 14:15:00+05:30,32961.3,32967.5,32899.1,32906.2,0
2021-05-07 14:30:00+05:30,32908.5,32933.05,32865.75,32924.2,0
2021-05-07 14:45:00+05:30,32924.3,32952.8,32906.5,32918.0,0
2021-05-07 15:00:00+05:30,32918.4,32943.65,32895.65,32914.75,0
2021-05-07 15:15:00+05:30,32911.6,32926.1,32859.4,32888.25,0
2021-05-10 09:15:00+05:30,33175.3,33225.2,33086.45,33177.55,0
2021-05-10 09:30:00+05:30,33174.5,33179.95,33050.9,33096.7,0
2021-05-10 09:45:00+05:30,33096.85,33152.9,33029.75,33058.35,0
2021-05-10 10:00:00+05:30,33058.7,33173.3,33051.35,33173.3,0
2021-05-10 10:15:00+05:30,33176.35,33282.65,33172.05,33242.25,0
2021-05-10 10:30:00+05:30,33240.7,33297.6,33225.8,33242.5,0
2021-05-10 10:45:00+05:30,33240.5,33280.55,33193.2,33199.45,0
2021-05-10 11:00:00+05:30,33199.7,33264.15,33176.1,33220.7,0
2021-05-10 11:15:00+05:30,33221.0,33274.0,33205.85,33229.85,0
2021-05-10 11:30:00+05:30,33228.6,33244.1,33202.2,33216.2,0
2021-05-10 11:45:00+05:30,33212.9,33215.95,33135.05,33185.15,0
2021-05-10 12:00:00+05:30,33184.55,33219.85,33153.85,33182.45,0
2021-05-10 12:15:00+05:30,33182.05,33202.85,33153.0,33197.6,0
2021-05-10 12:30:00+05:30,33198.5,33256.9,33177.05,33243.4,0
2021-05-10 12:45:00+05:30,33245.95,33247.5,33200.85,33212.95,0
2021-05-10 13:00:00+05:30,33215.05,33257.95,33123.05,33147.7,0
2021-05-10 13:15:00+05:30,33152.0,33168.2,33092.9,33157.6,0
2021-05-10 13:30:00+05:30,33157.65,33187.05,33142.3,33171.45,0
2021-05-10 13:45:00+05:30,33172.95,33189.1,33137.75,33174.55,0
2021-05-10 14:00:00+05:30,33175.15,33184.25,33144.8,33149.6,0
2021-05-10 14:15:00+05:30,33150.4,33219.3,33088.35,33122.05,0
2021-05-10 14:30:00+05:30,33124.5,33159.05,33121.15,33148.3,0
2021-05-10 14:45:00+05:30,33144.7,33149.3,33088.25,33106.15,0
2021-05-10 15:00:00+05:30,33105.05,33147.45,33095.45,33123.3,0
2021-05-10 15:15:00+05:30,33123.5,33206.9,33115.35,33191.5,0
2021-05-11 09:15:00+05:30,32640.95,32796.8,32629.35,32778.65,0
2021-05-11 09:30:00+05:30,32779.25,32810.4,32753.4,32777.8,0
2021-05-11 09:45:00+05:30,32778.75,32834.35,32752.3,32832.45,0
2021-05-11 10:00:00+05:30,32832.7,32873.35,32807.6,32870.9,0
2021-05-11 10:15:00+05:30,32869.4,32904.85,32804.45,32814.95,0
2021-05-11 10:30:00+05:30,32813.5,32849.05,32804.45,32822.95,0
2021-05-11 10:45:00+05:30,32824.4,32876.9,32777.15,32875.1,0
2021-05-11 11:00:00+05:30,32877.4,32917.35,32857.35,32869.75,0
2021-05-11 11:15:00+05:30,32869.75,33032.15,32866.95,33007.65,0
2021-05-11 11:30:00+05:30,33005.45,33150.9,33005.45,33057.5,0
2021-05-11 11:45:00+05:30,33059.05,33064.75,33006.0,33036.3,0
2021-05-11 12:00:00+05:30,33036.15,33072.05,33030.0,33053.25,0
2021-05-11 12:15:00+05:30,33053.6,33091.4,33037.35,33070.85,0
2021-05-11 12:30:00+05:30,33071.85,33076.6,32973.8,32996.7,0
2021-05-11 12:45:00+05:30,32991.55,32995.0,32915.4,32942.2,0
2021-05-11 13:00:00+05:30,32940.95,32940.95,32850.85,32897.8,0
2021-05-11 13:15:00+05:30,32898.7,32898.7,32728.9,32798.35,0
2021-05-11 13:30:00+05:30,32797.45,32845.45,32753.8,32818.8,0
2021-05-11 13:45:00+05:30,32818.2,32864.05,32786.8,32851.55,0
2021-05-11 14:00:00+05:30,32852.55,32880.8,32808.95,32808.95,0
2021-05-11 14:15:00+05:30,32804.4,32853.4,32804.4,32819.85,0
2021-05-11 14:30:00+05:30,32820.95,32872.55,32773.05,32839.15,0
2021-05-11 14:45:00+05:30,32836.95,32899.7,32823.3,32850.2,0
2021-05-11 15:00:00+05:30,32850.25,32906.25,32838.05,32885.35,0
2021-05-11 15:15:00+05:30,32884.95,32891.85,32830.05,32836.25,0
2021-05-12 09:15:00+05:30,32717.65,32746.2,32622.8,32679.85,0
2021-05-12 09:30:00+05:30,32679.7,32681.4,32566.5,32633.75,0
2021-05-12 09:45:00+05:30,32633.55,32672.4,32585.1,32654.65,0
2021-05-12 10:00:00+05:30,32656.6,32681.45,32584.85,32586.8,0
2021-05-12 10:15:00+05:30,32585.65,32614.5,32518.25,32531.8,0
2021-05-12 10:30:00+05:30,32531.6,32585.8,32519.95,32564.3,0
2021-05-12 10:45:00+05:30,32565.95,32604.8,32543.55,32584.9,0
2021-05-12 11:00:00+05:30,32583.85,32595.0,32432.95,32442.6,0
2021-05-12 11:15:00+05:30,32444.55,32499.25,32403.85,32495.55,0
2021-05-12 11:30:00+05:30,32495.55,32530.9,32467.35,32510.25,0
2021-05-12 11:45:00+05:30,32511.1,32610.6,32511.1,32580.9,0
2021-05-12 12:00:00+05:30,32582.4,32664.55,32546.55,32658.35,0
2021-05-12 12:15:00+05:30,32657.95,32706.6,32625.15,32701.45,0
2021-05-12 12:30:00+05:30,32698.9,32701.5,32608.85,32614.3,0
2021-05-12 12:45:00+05:30,32610.4,32635.5,32581.95,32608.85,0
2021-05-12 13:00:00+05:30,32608.25,32660.25,32606.7,32630.9,0
2021-05-12 13:15:00+05:30,32633.05,32660.85,32600.35,32605.15,0
2021-05-12 13:30:00+05:30,32604.25,32625.4,32520.8,32537.4,0
2021-05-12 13:45:00+05:30,32538.05,32627.35,32532.55,32620.65,0
2021-05-12 14:00:00+05:30,32622.4,32671.9,32611.75,32620.0,0
2021-05-12 14:15:00+05:30,32619.25,32654.4,32605.35,32627.35,0
2021-05-12 14:30:00+05:30,32628.2,32663.75,32555.65,32578.8,0
2021-05-12 14:45:00+05:30,32580.55,32580.75,32380.0,32391.9,0
2021-05-12 15:00:00+05:30,32390.15,32504.3,32356.0,32463.15,0
2021-05-12 15:15:00+05:30,32459.45,32477.65,32444.45,32454.6,0
2021-05-14 09:15:00+05:30,32495.15,32622.0,32364.9,32439.25,0
2021-05-14 09:30:00+05:30,32438.65,32500.95,32306.15,32435.95,0
2021-05-14 09:45:00+05:30,32431.3,32565.0,32375.5,32507.95,0
2021-05-14 10:00:00+05:30,32508.15,32562.75,32445.2,32458.95,0
2021-05-14 10:15:00+05:30,32452.55,32537.5,32431.2,32454.95,0
2021-05-14 10:30:00+05:30,32455.1,32516.8,32405.35,32438.05,0
2021-05-14 10:45:00+05:30,32438.8,32453.25,32362.75,32413.15,0
2021-05-14 11:00:00+05:30,32413.85,32435.8,32309.6,32347.95,0
2021-05-14 11:15:00+05:30,32348.75,32406.35,32316.6,32377.35,0
2021-05-14 11:30:00+05:30,32377.0,32378.75,32196.7,32238.5,0
2021-05-14 11:45:00+05:30,32236.75,32282.7,32171.1,32219.4,0
2021-05-14 12:00:00+05:30,32217.6,32225.1,32125.7,32200.35,0
2021-05-14 12:15:00+05:30,32200.75,32260.95,32174.85,32231.6,0
2021-05-14 12:30:00+05:30,32231.0,32287.9,32190.85,32287.9,0
2021-05-14 12:45:00+05:30,32286.55,32294.85,32236.0,32261.7,0
2021-05-14 13:00:00+05:30,32262.55,32305.75,32210.9,32262.8,0
2021-05-14 13:15:00+05:30,32263.0,32277.65,32217.8,32271.3,0
2021-05-14 13:30:00+05:30,32270.9,32318.3,32178.75,32186.45,0
2021-05-14 13:45:00+05:30,32185.15,32256.15,32150.0,32153.2,0
2021-05-14 14:00:00+05:30,32154.95,32193.25,32119.9,32175.9,0
2021-05-14 14:15:00+05:30,32174.3,32213.2,32135.2,32168.3,0
2021-05-14 14:30:00+05:30,32167.1,32261.95,32167.1,32201.55,0
2021-05-14 14:45:00+05:30,32202.3,32308.05,32199.3,32220.15,0
2021-05-14 15:00:00+05:30,32225.7,32240.1,32132.95,32169.3,0
2021-05-14 15:15:00+05:30,32169.0,32194.3,32145.3,32163.35,0
2021-05-17 09:15:00+05:30,32437.85,32572.05,32328.15,32557.45,0
2021-05-17 09:30:00+05:30,32553.1,32733.05,32553.1,32722.05,0
2021-05-17 09:45:00+05:30,32714.35,32761.15,32679.9,32683.7,0
2021-05-17 10:00:00+05:30,32687.5,32887.05,32681.05,32886.2,0
2021-05-17 10:15:00+05:30,32885.5,32923.45,32839.0,32884.15,0
2021-05-17 10:30:00+05:30,32885.9,32959.65,32844.2,32946.25,0
2021-05-17 10:45:00+05:30,32945.95,32960.35,32889.45,32892.5,0
2021-05-17 11:00:00+05:30,32888.6,32987.95,32885.7,32948.15,0
2021-05-17 11:15:00+05:30,32949.65,33042.4,32949.1,33019.85,0
2021-05-17 11:30:00+05:30,33015.85,33082.0,32994.15,33039.2,0
2021-05-17 11:45:00+05:30,33035.95,33106.3,33026.75,33077.0,0
2021-05-17 12:00:00+05:30,33075.45,33136.2,33062.45,33118.0,0
2021-05-17 12:15:00+05:30,33116.6,33137.35,33085.65,33111.6,0
2021-05-17 12:30:00+05:30,33113.5,33136.45,33084.6,33103.1,0
2021-05-17 12:45:00+05:30,33106.05,33178.3,33095.2,33149.35,0
2021-05-17 13:00:00+05:30,33151.05,33198.4,33095.4,33108.35,0
2021-05-17 13:15:00+05:30,33101.85,33122.1,33046.55,33080.25,0
2021-05-17 13:30:00+05:30,33082.05,33157.25,33082.05,33146.2,0
2021-05-17 13:45:00+05:30,33146.35,33176.0,33114.35,33170.55,0
2021-05-17 14:00:00+05:30,33171.35,33278.0,33171.35,33232.65,0
2021-05-17 14:15:00+05:30,33229.25,33288.6,33225.85,33271.3,0
2021-05-17 14:30:00+05:30,33272.3,33385.1,33261.95,33385.1,0
2021-05-17 14:45:00+05:30,33379.5,33456.45,33342.75,33456.45,0
2021-05-17 15:00:00+05:30,33454.85,33483.75,33424.4,33450.65,0
2021-05-17 15:15:00+05:30,33452.75,33501.65,33416.25,33460.5,0
2021-05-18 09:15:00+05:30,33893.1,34140.65,33859.6,34124.65,0
2021-05-18 09:30:00+05:30,34128.9,34131.75,33899.55,33993.2,0
2021-05-18 09:45:00+05:30,33995.2,34056.45,33923.85,33930.95,0
2021-05-18 10:00:00+05:30,33928.25,33960.2,33737.05,33811.65,0
2021-05-18 10:15:00+05:30,33811.7,33903.25,33802.3,33903.25,0
2021-05-18 10:30:00+05:30,33912.1,33971.3,33876.75,33959.25,0
2021-05-18 10:45:00+05:30,33959.0,34038.95,33909.5,34029.8,0
2021-05-18 11:00:00+05:30,34027.95,34114.55,34019.65,34069.5,0
